Supplier,Purchaser,CDR Group,CDR Method,Status,Tons Purchased,Total price (USD),Tons Delivered,Announcement Date,Announcement Link,Demand-side Marketplace,Supply-side Marketplace,Year,Month,Day
Echo2,Aggregate Purchase,BiCRS,Biochar,undelivered,1000.0,,,2022-12-08 00:00:00,marketplace report,0,Watershed,2022,12,08
Wakefield Biochar,TravelPerk,BiCRS,Biochar,undelivered,465.0,,,2023-03-01 00:00:00,supercritical report,0,Supercritical,2023,03,01
Carbofex,Swiss Re ,BiCRS,Biochar,delivered,9.0,,9.0,2022-01-17 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2022,01,17
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,3.5,,3.5,2023-12-15 00:00:00,patch order id: ord_prod_e7335505dbd8c08058449a13cedd221d,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.1,,0.1,2022-02-23 00:00:00,https://charmindustrial.com/order?orderId=recRJ4bsBeiwOpP27,0,0,2022,02,23
Echo2,Unknown,BiCRS,Biochar,delivered,5.0,,5.0,2021-01-11 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2021,01,11
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,32.8,,,2023-12-15 00:00:00,patch order id: ord_prod_ec78637329e7a5cb4bcea566faea43ca,0,Patch,2023,12,15
Carbon Capture,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.5,,,2023-12-15 00:00:00,patch order id: ord_prod_32986c7addec0592a5a851975c60682d,0,Patch,2023,12,15
Brilliant Planet,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,4.0,,,2023-12-15 00:00:00,patch order id: ord_prod_1db94b8457e4ce62c2de4ecf30139a34,0,Patch,2023,12,15
Hjelmsäters Egendom,Axfood,BiCRS,Biochar,delivered,42.0,8862,42.0,2022-11-30 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Accend,Puro,2022,11,30
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,7.3,,7.3,2023-03-20 10:46:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,03,20
Corigin Solutions,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,15.5,,15.5,2023-07-04 16:43:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,07,04
Explocom GK SRL,Aggregate Purchase,BiCRS,Biochar,delivered,17.0,,17.0,2022-12-19 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements				,0,Puro,2022,12,19
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_5b7268b5b60f1069fbc10289039e0dbc,0,Patch,2023,12,15
UNDO,accuRx,ERW,Enhanced Weathering,undelivered,42.0,,,2022-03-23 00:00:00,0,0,Supercritical,2022,03,23
Novocarbo,Aggregate Purchase,BiCRS,Biochar,delivered,10.0,,10.0,2022-03-02 00:00:00,https://registry.puro.earth/carbon-sequestration,Compensate,Puro,2022,03,02
Bussme Energy,Montana Capital Partners,BiCRS,Biochar,delivered,2.0,300,2.0,2022-11-09 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,2022,11,09
Carbofex,Shopify,BiCRS,Biochar,delivered,350.0,,350.0,2022-02-28 00:00:00,purchaser report,0,Puro,2022,02,28
Carbon Centric,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,83.2,,83.2,2022-07-06 19:54:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,07,06
Nordgau,Reka Kaapeli Oy,BiCRS,Biochar,delivered,5.0,,5.0,2021-10-20 00:00:00,https://registry.puro.earth/carbon-sequestration,Nordic Offset,Puro,2021,10,20
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.4,,0.4,2023-12-15 00:00:00,patch order id: ord_prod_7cf509459e984f1d0f0525f627c6f3f6,0,Patch,2023,12,15
Oregon Biochar Solutions,Microsoft,BiCRS,Biochar,delivered,411.0,,411.0,2021-08-19 00:00:00,https://registry.puro.earth/carbon-sequestration,Watershed,Puro,2021,08,19
Dutch Carboneers,Aggregate Purchase,BiCRS,Biochar,delivered,200.0,,200.0,2023-06-15 00:00:00,Marketplace purchaser report,0,Klimate,2023,06,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,1.0,,0.7,2021-11-17 00:00:00,https://charmindustrial.com/order?orderId=rec2rRATxYUaj516p,0,0,2021,11,17
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,200.0,,,2021-10-19 00:00:00,marketplace report,0,Watershed,2021,10,19
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.2,,0.2,2021-12-14 00:00:00,https://charmindustrial.com/order?orderId=reck4cxmBX6LgrRpX,0,0,2021,12,14
Charm Industrial,Ripple,BiCRS,Bio-oil,partial,25.0,,1.2,2021-09-26 00:00:00,https://charmindustrial.com/order?orderId=recnvBdicdEteCwXo,0,Stripe Climate,2021,09,26
Biochar Life,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,80.8,,80.8,2022-07-20 15:38:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,07,20
Freres Biochar,Elisa Oyj,BiCRS,Biochar,delivered,36.0,,36.0,2022-02-04 00:00:00,https://registry.puro.earth/carbon-sequestration,Nordic Offset,Puro,2022,02,04
Oregon Biochar Solutions,NR Instant Produce,BiCRS,Biochar,delivered,2.0,,2.0,2022-05-09 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2022,05,09
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,5.0,,5.0,2023-12-15 00:00:00,patch order id: ord_prod_fa3b5b916614c8d5251e8e0ae4f0fe22,0,Patch,2023,12,15
Carbon Engineering,PPC Protect,DAC/Mineralization,DAC,undelivered,6.0,,,2021-12-21 00:00:00,marketplace report,0,Supercritical,2021,12,21
Everest Carbon,Unknown,ERW,Enhanced Weathering,undelivered,10.0,2890,,2023-03-10 00:00:00,0,0,Ceezer,2023,03,10
Husk,Aggregate Purchase,BiCRS,Biochar,undelivered,1.4,,,2023-12-15 00:00:00,patch order id: ord_prod_729503847288eda84ca7fc6cee61e98f,0,Patch,2023,12,15
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,25.5,,25.5,2021-01-10 13:15:00,Carbonfuture Marketplace Report,0,Carbonfuture,2021,01,10
Eion,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,314.0,,,2023-12-15 00:00:00,patch order id: ord_prod_893f39a36762e4c3438d68277b8da626,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.9,,0.9,2023-12-15 00:00:00,patch order id: ord_prod_4d30eace9643fbec3f32eeeb1c89e694,0,Patch,2023,12,15
Carbon Lockdown,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_4c2376777d26aad6e75130a35f61c8e4,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_4c2376777d26aad6e75130a35f61c8e4,0,Patch,2023,12,15
Wakefield Biochar,Tide Platform,BiCRS,Biochar,delivered,3500.0,,3500.0,2022-12-20 00:00:00,0,Supercritical,Puro,2022,12,20
Calcite by 8 Rivers Capital & Origen,Frontier,DAC/Mineralization,DAC,undelivered,278.0,500400,,2022-06-29 00:00:00,https://github.com/frontierclimate/carbon-removal-source-materials/blob/main/Purchase%20Agreements/2022%20Spring/Origen%20Carbon%20Removal%20Purchase%20Agreement.pdf,0,0,2022,06,29
Freres Biochar,Öresundskraft AB,BiCRS,Biochar,delivered,55.0,,55.0,2023-09-26 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Puro,South Pole,2023,09,26
UNDO,Patients Know Best,ERW,Enhanced weathering,undelivered,16.0,,,2022-09-23 00:00:00,marketplace report,0,Supercritical,2022,09,23
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,47.0,,,2023-03-24 00:00:00,marketplace report,0,Watershed,2023,03,24
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,30.2,,30.2,2023-01-31 03:12:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,01,31
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,40.2,,40.2,2022-02-28 18:18:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,02,28
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_f73957abcbb576d829ee378f27fd6b43,0,Patch,2023,12,15
Carbon Engineering,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,5.0,,,2022-03-31 00:00:00,marketplace report,0,Supercritical,2022,03,31
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,1.0,,1.0,2020-05-13 00:00:00,https://charmindustrial.com/order?orderId=recDF1reM4BIQhHov,0,0,2020,05,13
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,delivered,0.4,,0.4,2023-12-15 00:00:00,patch order id: ord_prod_4552a7a0255aff118d7edd5ff5ed5d33,0,Patch,2023,12,15
Wakefield Biochar,Aggregate Purchase,BiCRS,Biochar,delivered,319.0,,319.0,2023-07-20 00:00:00,registry,Watershed,Puro,2023,07,20
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.2,215,,2020-09-07 00:00:00,https://onedrive.live.com/?authkey=%21AH0qp%2DWoG7ELX%2Dc&cid=BF94CF093BB9FC8C&id=BF94CF093BB9FC8C%21125099&parId=BF94CF093BB9FC8C%21167511&o=OneUp,0,Carbon Removed,2020,09,07
Carbo Culture,Aggregate Purchase,BiCRS,Biochar,undelivered,2.0,,,2023-12-15 00:00:00,patch order id: ord_prod_d7b76bd133cf7c717ce6c714330e87d1,0,Patch,2023,12,15
Carbuna,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,175.9,,175.9,2023-06-13 00:00:00,0,Klimate,Carbonfuture,2023,06,13
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.1,,0.1,2022-04-27 00:00:00,https://charmindustrial.com/order?orderId=recKGbihJM4doVMAj,0,0,2022,04,27
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,2.5,,,2023-12-15 00:00:00,patch order id: ord_prod_f73b557db9ab555c58302346f48bbe22,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,6.0,,,2023-12-15 00:00:00,patch order id: ord_prod_78c1739dd91335f12301de2190625495,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,partial,6.0,,1.0,2021-12-02 00:00:00,https://charmindustrial.com/order?orderId=recECaV5cX6pvBpsk,0,Removement,2021,12,02
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_fe0d129bf6cb16bddc1e93108ef6779b,0,Patch,2023,12,15
UNDO,Thirdfort,ERW,Enhanced weathering,undelivered,45.0,,,2022-03-29 00:00:00,marketplace report,0,Supercritical,2022,03,29
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,53.7,,,2023-12-15 00:00:00,patch order id: ord_prod_2edf73da83c332af4359b0a10aee9d37,0,Patch,2023,12,15
UNDO,Lawton Communications Group,ERW,Enhanced Weathering,undelivered,2.0,,,2023-03-21 00:00:00,supercritical report,0,Supercritical,2023,03,21
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,undelivered,336.0,,,2022-12-14 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,12,14
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.5,538,,2022-06-21 00:00:00,https://onedrive.live.com/?authkey=%21AKUeV3fl1Ft3Nl0&cid=BF94CF093BB9FC8C&id=BF94CF093BB9FC8C%21190644&parId=BF94CF093BB9FC8C%21135520&o=OneUp,0,Carbon Removed,2022,06,21
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_cad406ca3620a878fa27bbf1255b9d63,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,2.2,,,2023-12-15 00:00:00,patch order id: ord_prod_8be1810addaff5f395846dc3fff59dee,0,Patch,2023,12,15
Drax,C-Zero,BiCRS,BECCS,LOI/MOU,2000.0,600000,,2023-05-11 00:00:00,https://www.drax.com/press_release/drax-announces-carbon-removals-deal-with-c-zero/,0,0,2023,05,11
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,5.0,,,2023-12-15 00:00:00,patch order id: ord_prod_8079934b9239344376170527c8328969,0,Patch,2023,12,15
Carbo Culture,Aggregate Purchase,BiCRS,Biochar,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_9474c56f7c9832d456aa48e2728d3c3d,0,Patch,2023,12,15
Wakefield Biochar,Aggregate Purchase,BiCRS,Biochar,undelivered,1000.0,,,2022-12-08 00:00:00,marketplace report,0,Watershed,2022,12,08
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,100.0,,,2023-10-03 00:00:00,Data partner submission through Portal,0,Klimate,2023,10,03
Brilliant Planet,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,22.0,,,2023-12-15 00:00:00,patch order id: ord_prod_97fe0124dadf4fef99275a22742557a7,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.5,,,2023-12-15 00:00:00,patch order id: ord_prod_dfe619b5b82f14bc4e8a3a2514faef57,0,Patch,2023,12,15
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,undelivered,3000.0,,,2022-11-09 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,11,09
Neustark,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,0.7,,,2023-12-15 00:00:00,patch order id: ord_prod_0e83dde2846e9375de30058e22ee96fa,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_292dc97ca147ddcf24b149f6d7e3395c,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.3,,0.3,2021-10-08 00:00:00,https://charmindustrial.com/order?orderId=reccK41C0myuNfuhE,0,0,2021,10,08
Carbon Capture,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,0.4,,,2023-12-15 00:00:00,patch order id: ord_prod_45c0d528c57004a59c7c89f5fc6eeb8e,0,Patch,2023,12,15
Sustaera,Aledade,DAC/Mineralization,DAC,undelivered,80.0,61600,,2022-04-07 00:00:00,Watershed Report,0,Watershed,2022,04,07
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,4.0,,,2023-12-15 00:00:00,patch order id: ord_prod_e8ccbd93e393f258e41970e7ee965de4,0,Patch,2023,12,15
Carbon Capture,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,2.0,,,2023-12-15 00:00:00,patch order id: ord_prod_956b94f6046423748cda3cec9937bed9,0,Patch,2023,12,15
Douglas County Forest Products,Block,BiCRS,Biochar,delivered,2000.0,220000,2000.0,2022-09-16 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Watershed,Puro,2022,09,16
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,delivered,5.0,,5.0,2021-06-04 00:00:00,https://docs.google.com/spreadsheets/d/129BzKzULgMUMXZoHo2OLEPPg-GnXly3DI4VYZvb1Kn0/edit#gid=291820051,0,Klimate,2021,06,04
UNDO,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,11.0,,,2023-12-15 00:00:00,patch order id: ord_prod_70b69458ffbdf6dbd26ec848c6127bf5,0,Patch,2023,12,15
Neustark,Climate Cent Foundation,DAC/Mineralization,Mineralization,undelivered,13000.0,,,2023-08-28 00:00:00,https://www.presseportal.ch/de/pm/100095686/100910553,0,0,2023,08,28
CarbonBlue,Frontier,Ocean CDR,Direct Ocean Removal,undelivered,400.0,500000,,2023-09-07 00:00:00,https://frontierclimate.com/writing/fall-2023-purchases,0,0,2023,09,07
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,15.0,,,2023-04-05 00:00:00,marketplace report,0,Watershed,2023,04,05
Mati,Frontier,ERW,Enhanced Weathering,undelivered,1513.0,500000,,2023-09-07 00:00:00,https://frontierclimate.com/writing/fall-2023-purchases,0,0,2023,09,07
Dutch Carboneers,Aggregate Purchase,BiCRS,Biochar,delivered,400.0,56107,400.0,2023-07-22 00:00:00,supplier report,Klimate,Klimate,2023,07,22
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_04f3fd1ba174ab9756804d1044cad444,0,Patch,2023,12,15
Brilliant Planet,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,0.6,,,2023-12-15 00:00:00,patch order id: ord_prod_5ad9e5ad2347a981929dfa4bf72ca4f5,0,Patch,2023,12,15
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,17.7,,,2023-12-15 00:00:00,patch order id: ord_prod_1042b59e6053cdd0fc52d52262e62424,0,Patch,2023,12,15
Eion,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,0.4,,,2023-12-15 00:00:00,patch order id: ord_prod_36d1d6fa60bfa493febda2353885e59f,0,Patch,2023,12,15
Nordgau,Thermo Fisher,BiCRS,Biochar,delivered,83.0,,83.0,2021-10-20 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2021,10,20
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,103.0,,103.0,2023-12-15 00:00:00,patch order id: ord_prod_ebf1a366767697e79e4f876428f6bf55,0,Patch,2023,12,15
UNDO,GSPV Limited,ERW,Enhanced Weathering,undelivered,16.0,,,2023-05-14 00:00:00,supercritical report,0,Supercritical,2023,05,14
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,4.7,,,2023-12-15 00:00:00,patch order id: ord_prod_b4f8c814d3f026b46459c4338b025ac5,0,Patch,2023,12,15
Climeworks,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,500.0,,,2021-11-01 00:00:00,marketplace report,0,Watershed,2021,11,01
Nordgau,Energie Steiermark,BiCRS,Biochar,delivered,4.0,844,4.0,2022-12-03 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Accend,Puro,2022,12,03
Drax,Respira,BiCRS,BECCS,LOI/MOU,2000000.0,,,2022-09-21 00:00:00,https://www.drax.com/press_release/worlds-biggest-carbon-removals-deal-announced-at-new-york-climate-week/,0,0,2022,09,21
Carbon Engineering,Infogrid,DAC/Mineralization,DAC,undelivered,94.0,,,2022-02-28 00:00:00,supercritical report,0,Supercritical,2022,02,28
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,3.0,,,2022-12-20 00:00:00,marketplace report,0,Watershed,2022,12,20
Octavia Carbon,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,5.0,,,2023-09-04 00:00:00,Data partner submission through Portal,0,Klimate,2023,09,04
Wakefield Biochar,Aggregate Purchase,BiCRS,Biochar,delivered,2.0,,2.0,2023-07-19 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,2023,07,19
Carbon Centric,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,35.7,,35.7,2022-08-30 16:48:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,08,30
Charm Industrial,Frontier,BiCRS,Bio-oil,undelivered,112000.0,53000000,,2023-05-18 00:00:00,https://frontierclimate.com/writing/first-offtake,0,0,2023,05,18
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,2.1,,2.1,2023-12-15 00:00:00,patch order id: ord_prod_028b7f3bee7b847e0531926d24a4f438,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_a109a30ddab0b33c43e791ef8ddc199c,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.0,,0.0,2021-10-22 00:00:00,https://charmindustrial.com/order?orderId=recy8AvVkXXAIiOF7,0,0,2021,10,22
Carbon Capture,Carbonx Climate,DAC/Mineralization,DAC,undelivered,1872.0,,,2023-12-18 00:00:00,Data partner submission through Portal,0,Carbonx,2023,12,18
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,delivered,0.3,,0.3,2023-12-15 00:00:00,patch order id: ord_prod_79d98a2860aa691d96baa595d6e52712,0,Patch,2023,12,15
UNDO,Dalsem,ERW,Enhanced Weathering,undelivered,2.0,,,2023-06-12 00:00:00,0,0,Supercritical,2023,06,12
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,1.0,,1.0,2023-12-15 00:00:00,patch order id: ord_prod_73150cc45b5d5419c7702b86114f47c6,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,1.0,,1.0,2023-12-15 00:00:00,patch order id: ord_prod_3b1c8a86fd53742e6e5d8102cc930b8e,0,Patch,2023,12,15
TerraFixing,WRLD Foundation,DAC/Mineralization,DAC,undelivered,137.0,140425,,2023-09-29 00:00:00,0,0,Milkywire,2023,09,29
Freres Biochar,Satellite Vu,BiCRS,Biochar,delivered,105.0,,105.0,2021-11-30 00:00:00,supercritical report,0,Supercritical,2021,11,30
Levitree,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,10.0,,,2023-12-15 00:00:00,patch order id: ord_prod_ecde68189885bcf63199fc9156e998f6,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,1.1,,,2023-12-15 00:00:00,patch order id: ord_prod_22a659161110d151d54ce7376bafdfda,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.3,,0.3,2023-12-15 00:00:00,patch order id: ord_prod_51ad64f0b627fcb636cd190995cd76fe,0,Patch,2023,12,15
Freres Biochar,Searchpilot,BiCRS,Biochar,delivered,11.0,,11.0,2021-12-22 00:00:00,supercritical report,Puro,Supercritical,2021,12,22
Oregon Biochar Solutions,Unknown,BiCRS,Biochar,delivered,7.0,,7.0,2021-10-06 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2021,10,06
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,12.0,,,2023-04-05 00:00:00,marketplace report,0,Watershed,2023,04,05
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,57.0,,57.0,2023-04-06 09:18:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,04,06
Douglas County Forest Products,HKS Inc,BiCRS,Biochar,delivered,105.0,,105.0,2023-05-30 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Cloverly,Puro,2023,05,30
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,4.0,,,2023-12-15 00:00:00,patch order id: ord_prod_b0028a76a08c3c7e15514a1c946a98b7,0,Patch,2023,12,15
Hjelmsäters Egendom,Unknown,BiCRS,Biochar,delivered,8.0,,8.0,2021-08-26 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2021,08,26
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,1.0,,1.0,2021-09-02 00:00:00,https://charmindustrial.com/order?orderId=recMUp29AP3Y1K62z,0,0,2021,09,02
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,4.5,,4.5,2023-12-15 00:00:00,patch order id: ord_prod_bdae400916abf7cd183a95c5a81a4290,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_545baea955b062695f98a3f8d5a57991,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,5.0,,5.0,2023-12-15 00:00:00,patch order id: ord_prod_313e158e19f0829503b020c38f5f3b69,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,2.5,,,2023-12-15 00:00:00,patch order id: ord_prod_233592d1b58125c34fbed7d5410dcbb5,0,Patch,2023,12,15
Travertine,Frontier,ERW,Enhanced weathering,undelivered,365.0,500000,,2022-06-29 00:00:00,https://github.com/frontierclimate/carbon-removal-source-materials/blob/main/Purchase%20Agreements/2022%20Spring/Travertine%20Carbon%20Removal%20Purchase%20Agreement.pdf,0,0,2022,06,29
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,13.2,,,2023-12-15 00:00:00,patch order id: ord_prod_6af27f7d305c44d8076b02131b63d251,0,Patch,2023,12,15
Husk,Aggregate Purchase,BiCRS,Biochar,undelivered,2.0,,,2023-12-15 00:00:00,patch order id: ord_prod_b0028a76a08c3c7e15514a1c946a98b7,0,Patch,2023,12,15
Novocarbo,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,100.0,17000,100.0,2023-01-16 00:00:00,supplier report,South Pole,Carbonfuture,2023,01,16
Wakefield Biochar,Aggregate Purchase,BiCRS,Biochar,delivered,149.0,,149.0,2023-07-20 00:00:00,registry,Watershed,Puro,2023,07,20
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,82.6,,82.6,2023-05-16 20:12:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,05,16
Pyrocal,Aggregate Purchase,BiCRS,Biochar,delivered,1.0,,1.0,2023-06-07 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Pledge,Puro,2023,06,07
GreenSand,Aggregate Purchase,ERW,Enhanced weathering,undelivered,6.0,708,,2022-05-18 00:00:00,https://onedrive.live.com/?authkey=%21AKboKX05erOP4uA&cid=BF94CF093BB9FC8C&id=BF94CF093BB9FC8C%21190279&parId=BF94CF093BB9FC8C%21135274&o=OneUp,0,Carbon Removed,2022,05,18
Echo2,Unknown,BiCRS,Biochar,delivered,2.0,,2.0,2020-11-24 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2020,11,24
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,200.0,,,2022-06-02 00:00:00,marketplace report,0,Watershed,2022,06,02
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,42.0,,,2022-12-30 00:00:00,marketplace report,0,Watershed,2022,12,30
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.3,,0.3,2021-10-05 00:00:00,https://charmindustrial.com/order?orderId=recpLur70ev2G0ir5,0,0,2021,10,05
Bioenergie Frauenfeld,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,300.5,,300.5,2023-05-11 09:03:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,05,11
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,1.0,,1.0,2020-05-13 00:00:00,https://charmindustrial.com/order?orderId=rec0vcHxZdNb6nEBJ,0,0,2020,05,13
Energiewerk Ilg,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,92.1,,92.1,2020-09-07 07:46:00,Carbonfuture Marketplace Report,0,Carbonfuture,2020,09,07
